id,size,annualized,prop_dt,prop_large,prop_retail,prop_insider,share
450008,2.51,8.05%,2017-06-30,22.08%,77.92%,0.00%,1.87
450009,16.01,18.56%,2017-06-30,87.11%,12.89%,0.01%,14.22
450010,0.53,1.41%,2017-06-30,17.47%,82.53%,0.00%,0.44
450011,0.46,17.88%,2017-06-30,---,100.00%,0.04%,0.42
450018,0.71,3.63%,2017-06-30,95.80%,4.20%,0.00%,0.72
450019,0.01,3.28%,2017-06-30,---,100.00%,0.06%,0.01
457001,4.25,16.05%,2017-06-30,95.69%,4.31%,0.00%,4.10
460001,16.05,22.49%,2017-06-30,6.40%,93.60%,0.00%,33.95
460002,10.89,7.37%,2017-06-30,9.25%,90.75%,0.14%,9.61
460003,0.12,2.64%,2017-06-30,---,100.00%,0.00%,0.14
460005,5.82,-0.73%,2017-06-30,3.47%,96.53%,0.08%,3.14
460006,1.99,3.65%,2017-06-30,5.51%,94.49%,0.05%,38.70
460007,2.27,20.00%,2017-06-30,0.69%,99.31%,0.83%,1.27
460008,0.32,3.97%,2017-06-30,99.72%,0.28%,0.00%,38.29
460009,31.39,9.25%,2017-06-30,26.69%,73.31%,0.21%,4.21
460010,0.27,11.26%,2017-06-30,15.94%,84.06%,0.98%,0.31
460106,105.41,3.90%,2017-06-30,90.83%,9.17%,0.00%,276.46
460108,0.38,3.54%,2017-06-30,66.41%,33.59%,0.00%,0.12
460220,0.63,-0.25%,2017-06-30,82.22%,17.78%,0.02%,0.57
460300,0.55,14.22%,2017-06-30,84.03%,15.97%,0.00%,2.02
470006,24.20,-7.73%,2017-06-30,24.56%,75.44%,0.18%,25.47
470007,12.52,3.96%,2017-06-30,2.97%,97.03%,0.01%,13.44
470008,13.21,11.42%,2017-06-30,0.02%,99.98%,0.00%,8.71
470009,52.68,17.79%,2017-06-30,1.26%,98.74%,0.05%,19.05
470010,4.26,4.82%,2017-06-30,89.30%,10.70%,0.00%,3.41
470011,0.27,4.54%,2017-06-30,65.45%,34.55%,0.00%,0.91
470014,0.36,4.08%,2017-06-30,7.61%,92.39%,0.39%,0.27
470018,0.79,4.57%,2017-06-30,0.10%,99.90%,0.00%,0.60
470021,2.38,15.60%,2017-06-30,96.87%,3.13%,0.00%,2.13
470028,38.14,10.89%,2017-06-30,0.80%,99.20%,0.02%,18.20
470030,3.38,4.05%,2017-06-30,0.74%,99.26%,0.00%,3.60
470058,0.85,13.47%,2017-06-30,0.38%,99.62%,0.02%,0.47
470059,0.75,13.07%,2017-06-30,0.27%,99.73%,0.00%,0.53
470060,2.71,4.17%,2017-06-30,0.68%,99.32%,0.00%,15.13
470068,0.78,5.11%,2017-06-30,26.73%,73.27%,0.00%,0.57
470078,0.33,1.32%,2017-06-30,0.46%,99.54%,0.98%,0.35
470088,21.28,5.28%,2017-06-30,99.42%,0.58%,0.00%,21.00
470089,0.01,4.90%,2017-06-30,49.85%,50.15%,0.11%,0.05
470098,8.83,5.37%,2017-06-30,54.15%,45.85%,0.01%,10.86
470888,2.85,22.10%,2017-06-30,79.16%,20.84%,0.07%,2.15
471007,2.07,3.93%,2017-06-30,0.20%,99.80%,0.00%,2.65
471014,90.22,4.38%,2017-06-30,99.92%,0.08%,0.00%,66.23
471030,212.80,4.35%,2017-06-30,99.70%,0.30%,0.00%,40.95
471060,19.56,4.47%,2017-06-30,96.10%,3.90%,0.00%,32.26
472007,107.72,4.39%,2017-06-30,99.91%,0.09%,0.00%,61.42
481001,47.40,21.56%,2017-06-30,1.35%,98.65%,0.00%,147.10
481004,10.83,-14.54%,2017-06-30,0.08%,99.92%,0.00%,9.15
481006,5.95,10.65%,2017-06-30,0.38%,99.62%,0.00%,7.04
481008,6.08,24.89%,2017-06-30,28.17%,71.83%,0.00%,3.13
481009,20.45,14.93%,2017-06-30,18.88%,81.12%,0.02%,17.66
481010,2.21,-15.22%,2017-06-30,24.17%,75.83%,0.08%,2.64
481012,8.23,36.97%,2017-06-30,6.24%,93.76%,0.00%,2.31
481013,8.79,22.12%,2017-06-30,87.31%,12.69%,0.00%,10.71
481015,13.95,7.97%,2017-06-30,6.90%,93.10%,0.07%,7.38
481017,1.95,14.23%,2017-06-30,10.26%,89.74%,0.49%,0.83
482002,2300.58,3.97%,2017-06-30,13.93%,86.07%,0.04%,"1,587.11"
483003,18.33,2.86%,2017-06-30,0.24%,99.76%,0.00%,37.66
485005,4.28,-0.80%,2017-06-30,3.50%,96.50%,0.06%,4.44
485007,13.25,-3.16%,2017-06-30,88.91%,11.09%,0.00%,15.11
485011,3.44,0.24%,2017-06-30,15.52%,84.48%,0.33%,3.05
485014,6.36,-0.41%,2017-06-30,63.74%,36.26%,0.13%,4.73
485018,3.70,3.83%,2017-06-30,69.74%,30.26%,0.00%,7.85
485019,0.34,0.81%,2017-06-30,39.00%,61.00%,0.16%,0.47
485020,6.06,3.81%,2017-06-30,91.98%,8.02%,0.00%,13.80
485022,2.94,4.01%,2017-06-30,86.41%,13.59%,0.00%,3.47
485105,13.17,-0.40%,2017-06-30,70.72%,29.28%,0.00%,15.11
485107,20.55,-2.76%,2017-06-30,90.53%,9.47%,0.00%,19.98
485111,55.76,0.64%,2017-06-30,73.15%,26.85%,0.00%,48.24
485114,4.21,0.20%,2017-06-30,40.52%,59.48%,0.20%,3.69
485118,41.84,3.53%,2017-06-30,0.52%,99.48%,0.01%,51.10
485119,6.89,1.24%,2017-06-30,81.69%,18.31%,0.00%,7.46
485120,7.35,3.51%,2017-06-30,1.13%,98.87%,0.00%,5.82
485122,6.81,3.71%,2017-06-30,0.14%,99.86%,0.08%,5.71
486001,4.90,20.68%,2017-06-30,4.33%,95.67%,0.09%,3.38
486002,3.46,12.88%,2017-06-30,1.13%,98.87%,0.08%,1.50
487016,3.22,3.81%,2017-06-30,0.68%,99.32%,0.00%,3.40
487021,1.12,11.39%,2017-06-30,0.00%,100.00%,0.36%,0.83
501000,2.20,20.12%,2017-06-30,98.96%,1.04%,0.00%,1.79
501001,2.79,8.16%,2017-06-30,50.97%,49.03%,0.01%,8.75
501002,0.03,-17.20%,2017-06-30,0.00%,100.00%,0.00%,0.05
501003,0.02,--,2017-06-30,98.25%,1.75%,0.00%,1.90
501005,4.37,-13.48%,2017-06-30,6.20%,93.80%,0.00%,5.52
501006,0.90,-13.82%,2017-06-30,---,100.00%,0.33%,1.10
501007,0.44,-12.55%,2017-06-30,37.66%,62.34%,0.00%,0.54
501008,0.15,-12.81%,2017-06-30,---,100.00%,0.17%,0.18
501009,0.52,4.38%,2017-06-30,15.53%,84.47%,0.00%,0.64
501010,1.13,4.36%,2017-06-30,---,100.00%,0.00%,0.07
501011,0.35,-5.50%,2017-06-30,29.24%,70.76%,0.13%,0.41
501012,0.18,-5.70%,2017-06-30,0.00%,100.00%,0.25%,0.23
501015,25.65,-13.09%,2017-06-30,33.57%,66.43%,0.01%,46.47
501016,0.53,--,2017-06-30,---,100.00%,0.00%,0.10
501017,8.55,-12.29%,2017-06-30,68.17%,31.83%,0.01%,11.16
501018,1.88,-5.63%,2017-06-30,19.15%,80.85%,0.02%,10.12
501019,1.73,--,2017-06-30,7.59%,92.41%,0.06%,1.98
501020,0.24,--,2017-06-30,0.01%,99.99%,0.00%,0.40
501021,15.91,16.58%,2017-06-30,90.26%,9.74%,0.00%,15.57
501022,9.95,-16.00%,2017-06-30,50.75%,49.25%,0.00%,11.06
501023,0.52,2.41%,2017-06-30,57.12%,42.88%,0.05%,1.69
501025,0.70,8.96%,2017-06-30,10.56%,89.44%,0.06%,0.22
501026,42.49,-13.78%,2017-06-30,38.95%,61.05%,0.04%,45.84
501027,4.32,--,2017-06-30,87.35%,12.65%,0.18%,4.12
501028,30.18,-10.03%,2017-06-30,35.54%,64.46%,0.01%,30.82
501029,9.17,6.54%,2017-06-30,34.52%,65.48%,0.08%,7.58
501030,0.78,-23.47%,2017-06-30,---,100.00%,0.00%,1.18
501031,0.45,-23.24%,2017-06-30,1.02%,98.98%,0.03%,0.48
501032,5.13,-9.11%,2017-06-30,16.72%,83.82%,0.03%,5.17
501033,3.06,--,2017-06-30,71.19%,28.81%,0.00%,3.12
501035,2.20,--,2017-09-11,4.47%,95.53%,0.00%,2.16
501036,1.49,--,2017-09-25,10.58%,89.42%,0.00%,3.47
501037,0.77,--,2017-09-25,3.53%,96.47%,0.00%,3.89
501038,12.32,--,2017-11-17,0.04%,99.96%,0.00%,10.89
501039,2.39,--,-,-,-,-,-
501040,1.10,--,2018-01-05,7.63%,92.37%,0.00%,1.05
501041,2.02,--,-,-,-,-,-
501042,1.45,--,-,-,-,-,-
501043,0.90,--,2017-09-25,1.47%,98.53%,0.00%,2.16
501045,0.56,--,2017-09-25,1.95%,98.05%,0.00%,2.97
501046,4.40,--,2017-11-24,---,---,2.15%,4.34
501047,0.93,--,2018-01-11,2.09%,97.91%,0.00%,0.93
501048,1.63,--,2018-01-11,2.68%,97.32%,0.00%,1.63
501049,20.93,--,-,-,-,-,-
501050,4.35,16.60%,2017-06-30,10.81%,89.19%,0.02%,1.78
501051,19.12,--,2018-01-23,3.45%,96.55%,0.00%,17.72
501053,9.95,--,-,-,-,-,-
501054,71.06,--,-,-,-,-,-
501100,6.69,--,2017-06-30,74.93%,25.07%,0.00%,6.67
501101,0.20,--,-,-,-,-,-
501102,0.20,--,-,-,-,-,-
501103,0.50,--,-,-,-,-,-
501105,0.21,--,-,-,-,-,-
501106,0.13,--,2017-12-06,0.26%,99.74%,0.00%,0.01
501300,1.78,-7.53%,2017-06-30,5.61%,94.39%,0.00%,2.56
501301,1.41,--,2017-06-30,13.88%,86.12%,0.03%,1.22
501302,0.50,--,2017-08-08,72.35%,27.65%,0.00%,2.45
501303,1.24,--,2017-10-18,1.52%,98.48%,0.00%,2.22
501305,2.23,--,2018-01-11,0.08%,99.92%,0.00%,2.17
501306,1.47,--,2018-01-11,---,100.00%,0.00%,1.43
502000,2.14,-5.27%,2017-06-30,98.54%,1.46%,0.00%,2.10
502001,0.01,4.99%,2017-06-30,0.41%,99.59%,0.00%,0.02
502002,0.01,-15.23%,2017-06-30,0.54%,99.46%,0.00%,0.02
502003,4.16,-32.17%,2017-06-30,5.97%,94.03%,0.01%,2.41
502004,4.16,4.50%,2017-06-30,90.55%,9.45%,0.00%,1.54
502005,4.16,-61.41%,2017-06-30,17.71%,82.29%,0.00%,1.54
502006,3.93,7.25%,2017-06-30,5.28%,94.72%,0.02%,2.97
502007,3.93,4.50%,2017-06-30,93.64%,6.36%,0.00%,0.77
502008,3.93,10.16%,2017-06-30,8.08%,91.92%,0.00%,0.77
502010,3.41,-14.52%,2017-06-30,3.05%,96.95%,0.06%,1.01
502011,3.41,4.50%,2017-06-30,89.52%,10.48%,0.00%,0.74
502012,3.41,-28.71%,2017-06-30,1.18%,98.82%,0.00%,0.74
502013,12.51,-1.06%,2017-06-30,14.20%,85.80%,0.00%,16.54
502014,12.51,5.00%,2017-06-30,88.20%,11.80%,0.00%,2.11
502015,12.51,-9.55%,2017-06-30,2.76%,97.24%,0.00%,2.11
502016,0.17,-12.14%,2017-06-30,0.03%,99.97%,0.00%,0.32
502017,0.01,4.50%,2017-06-30,0.99%,99.01%,0.00%,0.02
502018,0.01,-25.86%,2017-06-30,2.54%,97.46%,0.00%,0.02
502020,0.84,26.69%,2017-06-30,88.60%,11.40%,1.21%,0.64
502021,0.84,5.02%,2017-06-30,14.60%,85.40%,0.00%,0.02
502022,0.84,41.82%,2017-06-30,15.82%,84.18%,0.00%,0.02
502023,3.16,5.51%,2017-06-30,5.20%,94.80%,0.11%,0.66
502024,3.16,4.50%,2017-06-30,81.17%,18.83%,0.00%,0.04
502025,3.16,7.13%,2017-06-30,16.19%,83.81%,0.00%,0.04
502026,0.08,-19.26%,2017-06-30,0.36%,99.64%,0.06%,0.07
502027,0.08,4.50%,2017-06-30,11.95%,88.05%,0.00%,0.03
502028,0.08,-49.74%,2017-06-30,4.75%,95.25%,0.00%,0.03
502030,0.32,-23.49%,2017-06-30,0.43%,99.57%,0.00%,0.30
502031,0.32,5.00%,2017-06-30,16.04%,83.96%,0.00%,0.03
502032,0.32,-47.12%,2017-06-30,5.22%,94.78%,0.00%,0.03
502036,0.60,-14.13%,2017-06-30,2.47%,97.53%,0.00%,0.76
502037,0.03,5.50%,2017-06-30,44.13%,55.87%,0.00%,0.03
502038,0.02,-32.21%,2017-06-30,0.85%,99.15%,0.00%,0.03
502040,0.86,24.01%,2017-06-30,87.94%,12.06%,0.00%,0.77
502041,0.86,5.00%,2017-06-30,61.81%,38.19%,0.27%,0.04
502042,0.86,45.13%,2017-06-30,2.14%,97.86%,0.00%,0.04
502048,3.84,22.41%,2017-06-30,2.93%,97.07%,0.00%,1.57
502049,3.84,4.52%,2017-06-30,78.90%,21.10%,0.00%,0.86
502050,3.84,30.79%,2017-06-30,10.16%,89.84%,0.00%,0.86
502053,1.61,-18.07%,2017-06-30,0.68%,99.32%,0.00%,0.69
502054,1.61,5.00%,2017-06-30,98.55%,1.45%,0.00%,0.71
502055,1.61,-40.20%,2017-06-30,0.38%,99.62%,0.00%,0.71
502056,1.23,-11.59%,2017-06-30,2.39%,97.61%,0.60%,0.91
502057,1.23,5.50%,2017-06-30,15.30%,84.70%,0.00%,0.11
502058,1.23,-26.73%,2017-06-30,0.40%,99.60%,0.00%,0.11
505888,113.34,5.71%,2017-06-30,85.51%,14.49%,0.00%,100.00
510010,4.79,15.08%,2017-06-30,0.86%,5.58%,93.56%,4.68
510020,2.46,14.40%,2017-06-30,2.00%,12.74%,85.26%,1.11
510030,2.27,25.21%,2017-06-30,90.34%,9.66%,90.33%,0.48
510050,380.85,22.03%,2017-06-30,80.04%,17.19%,2.77%,117.02
510060,2.23,14.31%,2017-06-30,31.89%,68.11%,0.00%,1.36
510070,0.88,9.21%,2017-06-30,88.04%,11.96%,86.95%,0.49
510080,2.65,2.00%,2017-06-30,69.03%,30.97%,0.00%,2.35
510081,12.31,1.52%,2017-06-30,26.21%,73.79%,0.00%,4.12
510090,1.17,21.14%,2017-06-30,97.21%,2.79%,97.21%,0.75
510110,0.35,17.83%,2017-06-30,73.54%,26.46%,73.36%,0.12
510120,0.29,6.49%,2017-06-30,68.82%,31.18%,68.45%,0.11
510130,2.59,4.90%,2017-06-30,80.05%,19.95%,77.46%,0.69
510150,1.34,24.00%,2017-06-30,90.28%,9.72%,90.28%,0.28
510160,8.38,8.21%,2017-06-30,94.90%,5.10%,94.19%,15.42
510170,1.44,7.58%,2017-06-30,85.52%,14.48%,82.15%,0.82
510180,200.70,14.38%,2017-06-30,95.59%,4.41%,2.96%,58.07
510190,1.15,8.48%,2017-06-30,85.11%,14.89%,84.98%,0.33
510210,1.07,0.77%,2017-06-30,88.19%,11.81%,87.86%,0.39
510220,0.71,-0.07%,2017-06-30,2.47%,18.42%,79.11%,0.18
510230,39.08,17.50%,2017-06-30,97.40%,2.60%,16.85%,6.43
510260,0.68,-3.35%,2017-06-30,72.28%,27.72%,72.28%,0.68
510270,0.21,10.55%,2017-06-30,6.43%,93.57%,0.00%,0.21
510280,0.85,25.51%,2017-06-30,89.10%,10.90%,89.05%,0.38
510290,2.29,-6.46%,2017-06-30,87.56%,12.44%,81.50%,1.62
510300,203.21,15.89%,2017-06-30,86.10%,12.28%,1.62%,52.08
510310,40.72,16.46%,2017-06-30,97.74%,2.26%,97.01%,24.36
510330,186.98,16.32%,2017-06-30,41.55%,0.88%,57.57%,43.61
510360,15.14,16.55%,2017-06-30,99.64%,0.36%,98.98%,18.17
510380,2.95,--,2018-01-31,69.28%,30.72%,0.00%,2.95
510390,58.68,--,2018-01-19,89.33%,10.67%,0.00%,13.70
510410,1.03,8.88%,2017-06-30,3.44%,43.04%,53.52%,1.34
510420,0.80,-4.59%,2017-06-30,45.42%,17.38%,37.20%,0.56
510430,0.89,7.86%,2017-06-30,95.68%,4.32%,94.44%,0.71
510440,0.41,-10.72%,2017-06-30,87.66%,12.34%,0.00%,0.22
510500,185.17,-9.44%,2017-06-30,95.45%,4.55%,21.40%,28.69
510510,14.35,-9.10%,2017-06-30,97.77%,2.23%,96.01%,9.95
510520,1.31,-10.40%,2017-06-30,94.08%,5.92%,92.70%,0.97
510560,2.28,-7.91%,2017-06-30,97.56%,2.44%,97.41%,1.86
510580,0.43,-9.82%,2017-06-30,96.64%,3.36%,0.00%,0.21
510630,2.06,36.67%,2017-06-30,92.67%,7.33%,0.00%,1.14
510650,0.44,22.31%,2017-06-30,14.95%,85.05%,0.00%,0.32
510660,0.91,16.43%,2017-06-30,33.94%,66.06%,0.00%,0.52
510680,1.40,25.97%,2017-06-30,97.95%,2.05%,0.00%,0.63
510710,1.94,25.38%,2017-06-30,29.14%,25.44%,45.41%,0.55
510800,2.13,--,2018-01-08,20.27%,79.73%,0.00%,2.11
510810,100.90,-5.38%,2017-06-30,98.89%,1.11%,13.56%,140.03
510820,46.97,--,-,-,-,-,-
510880,14.24,15.49%,2017-06-30,20.21%,79.79%,0.00%,4.57
510900,65.77,8.78%,2017-06-30,64.75%,35.25%,20.60%,51.24
511010,2.49,-0.80%,2017-06-30,71.21%,28.79%,2.07%,0.04
511220,33.62,3.25%,2017-06-30,97.92%,2.08%,0.00%,0.61
511230,2.11,3.73%,2017-06-30,99.62%,0.38%,0.00%,0.02
511260,0.59,--,2017-08-17,52.45%,47.55%,0.00%,0.02
511600,12.02,4.01%,2017-06-30,0.62%,0.38%,0.00%,4.18
511620,0.53,--,2017-08-31,21.74%,78.26%,0.00%,0.04
511650,9.53,3.66%,2017-06-30,81.45%,18.55%,0.00%,0.35
511660,161.93,4.02%,2017-06-30,73.01%,26.99%,0.00%,1.19
511670,16.56,--,2017-08-21,68.26%,31.74%,0.00%,0.74
511680,0.39,3.08%,2017-06-30,97.64%,2.36%,0.00%,0.02
511690,42.88,3.92%,2017-06-30,67.79%,32.21%,0.00%,38.30
511700,4.63,4.17%,2017-06-30,76.94%,23.06%,0.00%,0.02
511770,2.03,--,2017-06-30,24.00%,76.00%,0.00%,5.55
511800,8.71,3.49%,2017-06-30,57.06%,42.94%,0.00%,0.18
511810,77.72,3.95%,2017-06-30,80.38%,19.62%,0.00%,1.10
511820,9.99,3.82%,2017-06-30,40.58%,59.42%,0.00%,0.20
511830,28.60,3.92%,2017-06-30,97.34%,2.66%,0.00%,0.41
511850,16.21,4.38%,2017-06-30,56.17%,43.83%,0.00%,0.12
511860,8.35,3.59%,2017-06-30,55.92%,44.08%,0.00%,0.15
511880,262.16,3.80%,2017-06-30,61.27%,38.73%,0.00%,2.96
511900,50.73,3.81%,2017-06-30,81.23%,18.77%,0.00%,46.30
511910,5.66,3.19%,2017-06-30,57.04%,42.96%,0.00%,1.74
511920,0.11,3.58%,2017-06-30,44.57%,55.43%,0.00%,0.00
511930,0.60,3.54%,2017-06-30,86.71%,13.29%,0.00%,0.01
511950,0.02,2.85%,2017-06-30,61.55%,38.45%,0.00%,0.17
511960,0.68,4.06%,2017-06-30,35.06%,64.94%,0.00%,0.02
511970,6.96,3.70%,2017-06-30,99.40%,0.60%,0.00%,11.64
511980,13.83,3.56%,2017-06-30,82.88%,17.12%,0.00%,0.41
511990,649.27,3.84%,2017-06-30,79.39%,20.61%,0.00%,7.22
512000,2.53,-15.40%,2017-06-30,18.95%,81.05%,0.00%,1.71
512010,1.62,19.77%,2017-06-30,66.01%,33.99%,0.00%,0.42
512070,10.87,11.43%,2017-06-30,92.92%,7.08%,75.07%,10.31
512100,1.01,-22.65%,2017-06-30,1.52%,98.48%,0.00%,1.29
512120,0.79,13.11%,2017-06-30,94.52%,5.48%,50.06%,0.45
512200,0.70,--,2017-09-18,36.85%,63.15%,0.00%,2.70
512210,0.04,44.88%,2017-06-30,96.95%,3.05%,0.00%,0.39
512220,4.02,-2.37%,2017-06-30,0.30%,1.49%,98.20%,3.27
512230,0.13,5.25%,2017-06-30,89.68%,10.32%,0.00%,0.44
512300,0.52,-5.35%,2017-06-30,17.00%,83.00%,0.00%,0.48
512310,0.71,-18.81%,2017-06-30,3.53%,96.47%,0.00%,1.29
512330,1.01,-9.87%,2017-06-30,89.06%,10.94%,82.11%,1.78
512340,0.59,5.07%,2017-06-30,3.59%,96.41%,0.00%,0.83
512400,1.27,--,2017-08-25,14.28%,85.72%,0.00%,4.48
512500,8.67,-8.81%,2017-06-30,4.11%,20.12%,75.76%,2.99
512510,2.68,-6.81%,2017-06-30,1.90%,44.97%,53.13%,2.40
512550,0.65,--,2017-07-31,10.51%,89.49%,0.00%,4.02
512560,0.39,--,2017-07-21,18.86%,81.14%,0.00%,3.16
512570,0.40,--,2017-08-04,14.48%,85.52%,0.00%,3.53
512580,2.08,-13.15%,2017-06-30,5.20%,94.80%,0.00%,0.80
512600,0.07,45.00%,2017-06-30,32.11%,67.89%,0.00%,0.03
512610,0.22,5.82%,2017-06-30,32.85%,67.15%,0.00%,0.17
512640,0.41,13.20%,2017-06-30,91.12%,8.88%,89.94%,0.27
512660,3.61,-30.04%,2017-06-30,16.30%,83.70%,0.00%,3.97
512680,2.88,-30.04%,2017-06-30,50.82%,49.18%,24.10%,3.82
512700,0.71,--,2017-07-19,3.25%,96.75%,0.00%,3.44
512800,1.68,--,2017-07-27,29.10%,70.90%,0.00%,5.31
512810,0.93,-28.60%,2017-06-30,30.76%,69.24%,0.00%,1.42
512880,6.96,-16.07%,2017-06-30,33.67%,66.33%,0.00%,2.66
512900,3.27,--,2017-06-30,14.52%,85.48%,7.45%,6.40
512980,2.76,--,2018-01-12,18.54%,81.46%,0.00%,2.75
512990,4.08,10.22%,2017-06-30,24.58%,49.11%,26.31%,3.78
513030,1.73,8.44%,2017-06-30,60.46%,39.54%,47.26%,1.54
513050,12.34,36.96%,2017-06-30,43.70%,56.30%,0.00%,3.32
513100,2.98,14.14%,2017-06-30,9.50%,90.50%,0.00%,1.68
513500,4.57,5.54%,2017-06-30,7.59%,39.60%,52.81%,2.54
513600,0.75,16.48%,2017-06-30,50.12%,49.88%,0.00%,0.23
513660,15.29,15.49%,2017-06-30,0.53%,2.36%,97.12%,7.25
518800,2.40,-1.55%,2017-06-30,55.70%,44.30%,28.44%,1.13
518880,50.67,-1.44%,2017-06-30,70.64%,29.36%,46.10%,20.01
519001,53.25,15.71%,2017-06-30,0.70%,99.30%,0.00%,24.58
519002,6.12,3.29%,2017-06-30,86.12%,13.88%,0.00%,16.88
519003,16.00,0.20%,2017-06-30,43.29%,56.71%,0.03%,20.17
519005,14.40,13.29%,2017-06-30,21.76%,78.24%,0.00%,19.74
519007,4.21,-8.09%,2017-06-30,0.41%,99.59%,0.00%,5.94
519008,21.62,31.17%,2017-06-30,0.30%,99.70%,0.00%,6.78
519011,15.58,5.35%,2017-06-30,44.47%,55.53%,0.01%,60.27
519013,4.59,-12.35%,2017-06-30,0.10%,99.90%,0.00%,7.19
519015,5.19,6.73%,2017-06-30,0.79%,99.21%,0.00%,5.95
519017,11.05,12.13%,2017-06-30,6.59%,93.41%,0.00%,10.00
519018,51.03,14.35%,2017-06-30,0.25%,99.75%,0.00%,83.12
519019,20.94,21.86%,2017-06-30,45.68%,54.32%,0.00%,22.34
519020,1.04,-11.45%,2017-06-30,18.27%,81.73%,0.12%,1.15
519021,11.47,3.73%,2017-06-30,6.92%,93.08%,0.00%,22.97
519022,0.00,-11.21%,2015-12-31,98.47%,1.53%,0.00%,11.47
519023,0.10,3.18%,2017-06-30,0.00%,100.00%,0.00%,0.09
519024,2.36,3.51%,2017-06-30,99.51%,0.49%,0.00%,2.81
519025,1.27,8.50%,2017-06-30,1.91%,98.09%,0.00%,1.04
519026,1.84,7.43%,2017-06-30,0.28%,99.72%,0.01%,1.74
519027,0.26,16.05%,2017-06-30,0.00%,100.00%,0.00%,0.26
519029,14.90,-11.77%,2017-06-30,2.29%,97.71%,0.05%,9.58
519030,1.60,-3.86%,2017-06-30,65.39%,34.61%,0.00%,1.54
519032,0.21,5.71%,2017-06-30,0.48%,99.52%,0.00%,0.21
519033,3.04,17.90%,2017-06-30,53.08%,46.92%,0.00%,1.86
519034,0.24,6.02%,2017-06-30,11.67%,88.33%,0.00%,0.19
519035,22.10,25.83%,2017-06-30,16.88%,83.12%,0.11%,15.73
519039,15.11,3.99%,2017-06-30,5.26%,94.74%,0.01%,11.14
519050,5.77,7.84%,2017-06-30,97.09%,2.91%,0.04%,3.14
519051,6.08,-0.28%,2017-06-30,68.37%,31.63%,0.00%,3.46
519056,0.54,25.74%,2017-06-30,22.38%,77.62%,1.53%,0.46
519058,0.88,-5.13%,2017-06-30,99.95%,0.05%,0.00%,0.97
519059,0.88,-3.12%,2017-06-30,86.96%,13.04%,0.00%,1.12
519060,0.25,2.32%,2017-06-30,15.34%,84.66%,0.00%,0.20
519061,10.56,2.84%,2017-06-30,98.60%,1.40%,0.00%,18.27
519062,4.45,9.78%,2017-06-30,96.91%,3.09%,0.02%,4.07
519066,47.67,46.92%,2017-06-30,19.11%,80.89%,0.11%,4.79
519068,73.77,44.26%,2017-06-30,40.34%,59.66%,0.01%,43.45
519069,52.47,24.32%,2017-06-30,19.56%,80.44%,0.23%,13.70
519078,1.58,1.62%,2017-06-30,12.34%,87.66%,0.00%,1.63
519087,11.27,8.23%,2017-06-30,0.34%,99.66%,0.00%,15.71
519089,3.27,-8.01%,2017-06-30,0.14%,99.86%,0.09%,2.72
519091,5.12,15.00%,2017-06-30,30.27%,69.73%,0.02%,4.18
519093,2.09,-1.28%,2017-06-30,3.80%,96.20%,0.08%,1.38
519095,1.16,-13.19%,2017-06-30,8.22%,91.78%,0.06%,0.77
519097,1.17,-10.75%,2017-06-30,30.68%,69.32%,0.00%,0.83
519099,0.45,4.77%,2017-06-30,36.18%,63.82%,0.19%,0.34
519100,4.10,24.95%,2017-06-30,8.46%,91.54%,0.27%,3.80
519110,16.64,-8.15%,2017-06-30,1.10%,98.90%,0.06%,13.29
519111,0.28,1.60%,2017-06-30,0.00%,100.00%,0.00%,0.20
519112,0.23,1.19%,2017-06-30,54.14%,45.86%,0.24%,0.12
519113,4.45,-7.18%,2017-06-30,0.55%,99.45%,0.08%,3.34
519115,0.87,1.78%,2017-06-30,1.01%,98.99%,0.51%,0.63
519116,1.45,19.09%,2017-06-30,25.33%,74.67%,0.43%,0.93
519117,0.52,-6.05%,2017-06-30,1.58%,98.42%,0.78%,0.36
519118,2.15,1.53%,2017-06-30,39.22%,60.78%,0.00%,16.05
519119,0.36,1.24%,2017-06-30,0.44%,99.56%,0.00%,1.26
519120,5.92,-8.95%,2017-06-30,0.15%,99.85%,0.04%,3.63
519121,0.42,3.21%,2017-06-30,16.59%,83.41%,0.00%,0.57
519122,0.09,2.96%,2017-06-30,0.00%,100.00%,0.00%,0.11
519123,7.58,3.00%,2017-06-30,84.91%,15.09%,0.00%,6.79
519124,0.06,2.72%,2017-06-30,0.00%,100.00%,0.63%,0.07
519125,1.01,2.33%,2017-06-30,0.37%,99.63%,0.38%,0.81
519126,0.71,-8.67%,2017-06-30,0.00%,100.00%,0.28%,0.80
519127,3.56,5.25%,2017-06-30,0.00%,100.00%,0.02%,3.82
519128,0.47,1.01%,2017-06-30,25.93%,74.07%,0.00%,1.02
519129,0.12,0.65%,2017-06-30,0.00%,100.00%,0.00%,0.06
519130,0.79,5.38%,2017-06-30,94.36%,5.64%,0.02%,1.24
519131,0.00,--,-,-,-,-,-
519132,0.38,-1.78%,2017-06-30,---,100.00%,0.24%,0.43
519133,12.79,3.57%,2017-06-30,74.56%,25.44%,0.11%,5.78
519134,1.03,-2.32%,2017-06-30,23.88%,76.12%,0.00%,2.33
519136,14.97,1.24%,2017-06-30,100.00%,0.00%,0.00%,15.00
519137,10.13,--,-,-,-,-,-
519138,3.19,--,-,-,-,-,-
519139,1.96,21.47%,2017-06-30,99.97%,0.03%,0.00%,1.35
